"query"	"Description"	"Preferred_name"	"GOs"	"EC"	"KEGG_ko"	"KEGG_Pathway"	"KEGG_Module"	"KEGG_Reaction"	"KEGG_rclass"	"BRITE"	"KEGG_TC"	"CAZy"	"BiGG_Reaction"	"PFAMs"
"CDS::101588_6:129795-130185(+)"	"The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently"	"secY"	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	"-"	"ko:K03076"	"ko02024,ko03060,ko03070,map02024,map03060,map03070"	"M00335"	"-"	"-"	"ko00000,ko00001,ko00002,ko02044"	"3.A.5"	"-"	"-"	"SecY"
"CDS::101588_6:130259-131204(+)"	"Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism"	"adk"	"GO:0003674,GO:0003824,GO:0004017,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009165,GO:0009987,GO:0015949,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0046940,GO:0050145,GO:0055086,GO:0071704,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901576"	"2.7.4.3"	"ko:K00939"	"ko00230,ko00730,ko01100,ko01110,ko01130,map00230,map00730,map01100,map01110,map01130"	"M00049"	"R00127,R01547,R11319"	"RC00002"	"ko00000,ko00001,ko00002,ko01000,ko04147"	"-"	"-"	"-"	"ADK,ADK_lid"
"CDS::101588_6:131220-131589(+)"	"One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex"	"infA"	"GO:0001871,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0009986,GO:0030246,GO:0030247,GO:0043021,GO:0043022,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:2001065"	"-"	"ko:K02518"	"-"	"-"	"-"	"-"	"ko00000,ko03012"	"-"	"-"	"-"	"eIF-1a"
"CDS::101588_6:132126-132936(+)"	"Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome"	"rpsK"	"GO:0000028,GO:0000462,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0016070,GO:0016072,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030490,GO:0032991,GO:0034470,GO:0034622,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0048027,GO:0065003,GO:0070181,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904"	"-"	"ko:K02948"	"ko03010,map03010"	"M00178,M00179"	"-"	"-"	"br01610,ko00000,ko00001,ko00002,ko03011"	"-"	"-"	"-"	"Ribosomal_S11"
"CDS::101588_6:135636-136074(+)"	"ATP-binding (A) component of a common energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates"	"ecfA2"	"-"	"-"	"ko:K16787"	"ko02010,map02010"	"M00582"	"-"	"-"	"ko00000,ko00001,ko00002,ko01000,ko02000"	"3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35"	"-"	"-"	"ABC_tran"
"CDS::101588_6:136093-136486(+)"	"Transmembrane (T) component of an energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates"	"ecfT"	"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006855,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015238,GO:0015711,GO:0015893,GO:0016020,GO:0022857,GO:0032217,GO:0032218,GO:0034220,GO:0035461,GO:0042221,GO:0042493,GO:0044464,GO:0050896,GO:0051179,GO:0051180,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0090482,GO:0098656"	"-"	"ko:K16785"	"ko02010,map02010"	"M00582"	"-"	"-"	"ko00000,ko00001,ko00002,ko02000"	"3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35"	"-"	"-"	"CbiQ"
"CDS::101588_7:1452-2025(-)"	"Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate"	"leuD"	"-"	"4.2.1.33,4.2.1.35"	"ko:K01704"	"ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230"	"M00432,M00535"	"R03896,R03898,R03968,R04001,R10170"	"RC00976,RC00977,RC01041,RC01046,RC03072"	"br01601,ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"-"	"Aconitase_C"
"CDS::101588_7:2025-3396(-)"	"Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate"	"leuC"	"-"	"4.2.1.33,4.2.1.35"	"ko:K01703"	"ko00290,ko00660,ko00966,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map00966,map01100,map01110,map01210,map01230"	"M00432,M00535"	"R03896,R03898,R03968,R04001,R08620,R08624,R08628,R08634,R08641,R08645,R10170"	"RC00497,RC00976,RC00977,RC01041,RC01046,RC03072"	"br01601,ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"iSB619.SA_RS10700"	"Aconitase"
"CDS::101588_7:3409-4456(-)"	"Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate"	"leuB"	"GO:0003674,GO:0003824,GO:0003862,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006551,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009098,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0055114,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"	"1.1.1.85"	"ko:K00052"	"ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230"	"M00432,M00535"	"R00994,R04426,R10052"	"RC00084,RC00417,RC03036"	"br01601,ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"iYO844.BSU28270"	"Iso_dh"
"CDS::101588_7:7412-9182(-)"	"acetolactate synthase"	"ilvB"	"-"	"2.2.1.6"	"ko:K01652,ko:K16787"	"ko00290,ko00650,ko00660,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,ko02010,map00290,map00650,map00660,map00770,map01100,map01110,map01130,map01210,map01230,map02010"	"M00019,M00570,M00582"	"R00006,R00014,R00226,R03050,R04672,R04673,R08648"	"RC00027,RC00106,RC01192,RC02744,RC02893"	"ko00000,ko00001,ko00002,ko01000,ko02000"	"3.A.1.25,3.A.1.28,3.A.1.29,3.A.1.30,3.A.1.31,3.A.1.32,3.A.1.33,3.A.1.35"	"-"	"iYO844.BSU28310"	"TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N"
"CDS::101588_7:12484-12949(+)"	"Glycoprotease family"	"yeaZ"	"GO:0002949,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0070525,GO:0071704,GO:0090304,GO:1901360"	"2.3.1.234"	"ko:K01409,ko:K14742"	"-"	"-"	"R10648"	"RC00070,RC00416"	"ko00000,ko01000,ko03016"	"-"	"-"	"-"	"Peptidase_M22"
"CDS::101588_7:20947-21691(+)"	"Belongs to the sulfur carrier protein TusA family"	"yeeD"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"TusA"
"CDS::101588_7:27028-27700(-)"	"signal transduction protein with a C-terminal ATPase domain"	"comD"	"-"	"2.7.13.3"	"ko:K07706,ko:K12294"	"ko02020,ko02024,map02020,map02024"	"M00495,M00496"	"-"	"-"	"ko00000,ko00001,ko00002,ko01000,ko01001,ko02022"	"-"	"-"	"-"	"HATPase_c_5"
"CDS::101588_7:42406-43423(+)"	"cell killing"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"CDS::101588_7:43684-44680(-)"	"Endonuclease/Exonuclease/phosphatase family"	"hlb"	"GO:0005575,GO:0005576"	"3.1.4.12,3.1.4.3"	"ko:K01114,ko:K01117"	"ko00562,ko00564,ko00565,ko00600,ko01100,ko01110,ko02024,ko04919,map00562,map00564,map00565,map00600,map01100,map01110,map02024,map04919"	"-"	"R01312,R02027,R02052,R02541,R03332,R07381"	"RC00017,RC00425"	"ko00000,ko00001,ko01000,ko02042"	"-"	"-"	"-"	"Exo_endo_phos"
"CDS::101588_7:50939-51620(+)"	"ABC transporter, ATP-binding protein"	"CcmA"	"-"	"-"	"ko:K01990"	"-"	"M00254"	"-"	"-"	"ko00000,ko00002,ko02000"	"3.A.1"	"-"	"-"	"ABC_tran"
"CDS::101588_7:57734-57947(-)"	"Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"AAT"
"CDS::101588_7:59333-61403(+)"	"Phage integrase family"	"tnpA"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Phage_int_SAM_1,Phage_integrase"
"CDS::101588_7:68605-69985(-)"	"Belongs to the aldehyde dehydrogenase family"	"aldH"	"-"	"1.2.1.3"	"ko:K00128"	"ko00010,ko00053,ko00071,ko00280,ko00310,ko00330,ko00340,ko00380,ko00410,ko00561,ko00620,ko00625,ko00903,ko00981,ko01100,ko01110,ko01120,ko01130,map00010,map00053,map00071,map00280,map00310,map00330,map00340,map00380,map00410,map00561,map00620,map00625,map00903,map00981,map01100,map01110,map01120,map01130"	"M00135"	"R00264,R00631,R00710,R00904,R01752,R01986,R02549,R02678,R02940,R02957,R03283,R03869,R04065,R04506,R04903,R05050,R05237,R05238,R05286,R06366,R08146"	"RC00047,RC00071,RC00080,RC00186,RC00218,RC00242,RC00816,RC01500"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"-"	"Aldedh"
"CDS::101588_7:71384-71945(-)"	"Inorganic pyrophosphatase"	"ppaC"	"GO:0003674,GO:0003824,GO:0004427,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006793,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0044237,GO:0044424,GO:0044464"	"3.6.1.1"	"ko:K15986"	"ko00190,map00190"	"-"	"-"	"-"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"DHH,DHHA2"
"CDS::101588_7:73618-75181(+)"	"Pectate lyase superfamily protein"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Beta_helix,Pectate_lyase_3"
"CDS::101588_7:97300-98248(+)"	"Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln)"	"gatB"	"GO:0003674,GO:0003824,GO:0006082,GO:0006139,GO:0006399,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016070,GO:0016874,GO:0016879,GO:0016884,GO:0019752,GO:0034641,GO:0034660,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0046483,GO:0050567,GO:0070681,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564"	"6.3.5.6,6.3.5.7"	"ko:K02434"	"ko00970,ko01100,map00970,map01100"	"-"	"R03905,R04212"	"RC00010"	"ko00000,ko00001,ko01000,ko03029"	"-"	"-"	"-"	"GatB_N,GatB_Yqey"
"CDS::101588_7:105733-106195(+)"	"Domain of unknown function (DUF1727)"	"murE2"	"-"	"6.3.2.13"	"ko:K01928"	"ko00300,ko00550,map00300,map00550"	"-"	"R02788"	"RC00064,RC00090"	"ko00000,ko00001,ko01000,ko01011"	"-"	"-"	"-"	"DUF1727,Mur_ligase_M"
"CDS::101588_7:113579-114044(-)"	"Belongs to the UPF0761 family"	"yihY"	"-"	"-"	"ko:K07058"	"-"	"-"	"-"	"-"	"ko00000"	"-"	"-"	"-"	"Virul_fac_BrkB"
"CDS::101588_8:740-965(+)"	"Bacterial TniB protein"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"AAA_22"
"CDS::101588_8:5663-5984(+)"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"
"CDS::101588_8:15659-16640(-)"	"Co Zn Cd efflux system component"	"czcD"	"-"	"-"	"ko:K16264"	"-"	"-"	"-"	"-"	"ko00000,ko02000"	"2.A.4.1"	"-"	"-"	"Cation_efflux,ZT_dimer"
"CDS::101588_8:16641-16962(-)"	"Co Zn Cd efflux system component"	"czcD"	"-"	"-"	"ko:K16264"	"-"	"-"	"-"	"-"	"ko00000,ko02000"	"2.A.4.1"	"-"	"-"	"Cation_efflux,ZT_dimer"
"CDS::101588_8:19181-19412(+)"	"mannose-6-phosphate isomerase"	"manA"	"-"	"5.3.1.8"	"ko:K01809"	"ko00051,ko00520,ko01100,ko01110,ko01130,map00051,map00520,map01100,map01110,map01130"	"M00114"	"R01819"	"RC00376"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"iYO844.BSU12020"	"PMI_typeI"
"CDS::101588_8:23091-23802(-)"	"Purine nucleoside phosphorylase"	"deoD"	"-"	"2.4.2.1"	"ko:K03784"	"ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110"	"-"	"R01561,R01863,R01969,R02147,R02294,R02295,R02297,R02484,R02557,R02748,R08368,R10244"	"RC00033,RC00063,RC00122"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"PNP_UDP_1"
"CDS::101588_8:28837-30031(+)"	"Peptidase dimerisation domain"	"hmrA"	"-"	"-"	"ko:K21613"	"-"	"-"	"-"	"-"	"ko00000,ko01000,ko01002"	"-"	"-"	"-"	"M20_dimer,Peptidase_M20"
"CDS::101588_8:41675-42992(+)"	"Belongs to the aldehyde dehydrogenase family"	"-"	"-"	"1.2.1.3"	"ko:K00128"	"ko00010,ko00053,ko00071,ko00280,ko00310,ko00330,ko00340,ko00380,ko00410,ko00561,ko00620,ko00625,ko00903,ko00981,ko01100,ko01110,ko01120,ko01130,map00010,map00053,map00071,map00280,map00310,map00330,map00340,map00380,map00410,map00561,map00620,map00625,map00903,map00981,map01100,map01110,map01120,map01130"	"M00135"	"R00264,R00631,R00710,R00904,R01752,R01986,R02549,R02678,R02940,R02957,R03283,R03869,R04065,R04506,R04903,R05050,R05237,R05238,R05286,R06366,R08146"	"RC00047,RC00071,RC00080,RC00186,RC00218,RC00242,RC00816,RC01500"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"-"	"Aldedh"
"CDS::101588_8:47336-47756(+)"	"Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine"	"ywlC"	"GO:0000049,GO:0000166,GO:0002949,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006450,GO:0006725,GO:0006807,GO:0008033,GO:0008144,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034470,GO:0034641,GO:0034660,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0065007,GO:0065008,GO:0070525,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363"	"2.7.7.87"	"ko:K07566"	"-"	"-"	"R10463"	"RC00745"	"ko00000,ko01000,ko03009,ko03016"	"-"	"-"	"-"	"SUA5,Sua5_yciO_yrdC"
"CDS::101588_8:47862-48387(+)"	"Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine"	"ywlC"	"GO:0000049,GO:0000166,GO:0002949,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006450,GO:0006725,GO:0006807,GO:0008033,GO:0008144,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034470,GO:0034641,GO:0034660,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0065007,GO:0065008,GO:0070525,GO:0071704,GO:0090304,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363"	"2.7.7.87"	"ko:K07566"	"-"	"-"	"R10463"	"RC00745"	"ko00000,ko01000,ko03009,ko03016"	"-"	"-"	"-"	"SUA5,Sua5_yciO_yrdC"
"CDS::101588_8:48413-49652(+)"	"low molecular weight"	"ywlE"	"-"	"3.1.3.48,3.9.1.2"	"ko:K01104,ko:K20201"	"-"	"-"	"-"	"-"	"ko00000,ko01000"	"-"	"-"	"-"	"LMWPc"
"CDS::101588_8:49679-50309(+)"	"Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism"	"glyA"	"-"	"2.1.2.1"	"ko:K00600"	"ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523"	"M00140,M00141,M00346,M00532"	"R00945,R09099"	"RC00022,RC00112,RC01583,RC02958"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"-"	"SHMT"
"CDS::101588_8:51626-51980(+)"	"Belongs to the UDP-N-acetylglucosamine 2-epimerase family"	"mnaA"	"-"	"5.1.3.14"	"ko:K01791"	"ko00520,ko01100,ko05111,map00520,map01100,map05111"	"M00362"	"R00420"	"RC00290"	"ko00000,ko00001,ko00002,ko01000,ko01005"	"-"	"-"	"iSB619.SA_RS11005"	"Epimerase_2"
"CDS::101588_8:53702-54242(+)"	"F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation"	"atpE"	"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0008324,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015672,GO:0015985,GO:0015986,GO:0016020,GO:0016462,GO:0016469,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0032991,GO:0033177,GO:0034220,GO:0034641,GO:0034654,GO:0042623,GO:0042625,GO:0042626,GO:0043492,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044425,GO:0044464,GO:0044769,GO:0045259,GO:0045263,GO:0046034,GO:0046390,GO:0046483,GO:0046933,GO:0051179,GO:0051234,GO:0055085,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:0090662,GO:0098655,GO:0098660,GO:0098662,GO:0098796,GO:0099131,GO:0099132,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1902600"	"-"	"ko:K02110"	"ko00190,ko00195,ko01100,map00190,map00195,map01100"	"M00157"	"-"	"-"	"ko00000,ko00001,ko00002,ko00194"	"3.A.2.1"	"-"	"-"	"ATP-synt_C"
"CDS::101588_8:55802-56669(+)"	"Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit"	"atpA"	"-"	"3.6.3.14"	"ko:K02111"	"ko00190,ko00195,ko01100,map00190,map00195,map01100"	"M00157"	"-"	"-"	"ko00000,ko00001,ko00002,ko00194,ko01000"	"3.A.2.1"	"-"	"iSB619.SA_RS10975"	"ATP-synt_ab,ATP-synt_ab_C,ATP-synt_ab_N"
"CDS::101588_8:60822-61263(+)"	"Belongs to the EPSP synthase family. MurA subfamily"	"murA"	"-"	"2.5.1.7"	"ko:K00790"	"ko00520,ko00550,ko01100,map00520,map00550,map01100"	"-"	"R00660"	"RC00350"	"ko00000,ko00001,ko01000,ko01011"	"-"	"-"	"-"	"EPSP_synthase"
"CDS::101588_8:66108-66750(+)"	"Phosphomethylpyrimidine kinase"	"thiD"	"-"	"2.5.1.3,2.7.1.49,2.7.4.7"	"ko:K00941,ko:K14153"	"ko00730,ko01100,map00730,map01100"	"M00127"	"R03223,R03471,R04509,R10712"	"RC00002,RC00017,RC00224,RC03255,RC03397"	"ko00000,ko00001,ko00002,ko01000"	"-"	"-"	"-"	"Phos_pyr_kin"
"CDS::101588_8:68037-68427(+)"	"Required for the insertion and or proper folding and or complex formation of integral membrane proteins into the membrane. Involved in integration of membrane proteins that insert both dependently and independently of the Sec translocase complex, as well as at least some lipoproteins"	"yidC"	"-"	"-"	"ko:K03217"	"ko02024,ko03060,ko03070,map02024,map03060,map03070"	"M00335"	"-"	"-"	"ko00000,ko00001,ko00002,ko02044,ko03029"	"2.A.9"	"-"	"-"	"60KD_IMP"
"CDS::101588_8:87801-88281(+)"	"Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit is responsible for energy coupling to the transport system"	"kdpB"	"-"	"3.6.3.12"	"ko:K01547"	"ko02020,map02020"	"-"	"-"	"-"	"ko00000,ko00001,ko01000"	"3.A.3.7"	"-"	"iSB619.SA_RS00495"	"E1-E2_ATPase,Hydrolase"
"CDS::101588_8:90763-91912(+)"	"Overlaps another CDS with the same product name"	"ydbT"	"-"	"-"	"ko:K08981"	"-"	"-"	"-"	"-"	"ko00000"	"-"	"-"	"-"	"bPH_2"
"CDS::101588_8:92875-93877(+)"	"Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids"	"alr"	"-"	"5.1.1.1,5.1.1.5"	"ko:K01775,ko:K20707"	"ko00473,ko01100,ko01502,map00473,map01100,map01502"	"-"	"R00401"	"RC00285"	"ko00000,ko00001,ko01000,ko01011"	"-"	"-"	"-"	"Ala_racemase_C,Ala_racemase_N"
"CDS::101588_9:103-1576(-)"	"Glycosyl transferases group 1"	"tagE3"	"-"	"2.4.1.52"	"ko:K00712"	"-"	"-"	"-"	"-"	"ko00000,ko01000,ko01003"	"-"	"GT4"	"-"	"Glyco_trans_A_1,Glycos_transf_1"
"CDS::101588_9:5565-9738(-)"	"protein which possibly mediates interactions of S.aureus with components of the extracellular matrix of higher eukaryotes"	"sdrF"	"-"	"-"	"ko:K14194"	"ko05150,map05150"	"-"	"-"	"-"	"ko00000,ko00001"	"-"	"-"	"-"	"Gram_pos_anchor,SdrD_B,SdrG_C_C,YSIRK_signal"
"CDS::101588_9:13514-14384(-)"	"Sucrose-6F-phosphate phosphohydrolase"	"ycsE"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"-"	"Hydrolase_3"
"CDS::101588_9:15677-16340(+)"	"deoxynucleoside kinase"	"dgk"	"-"	"2.7.1.113"	"ko:K15518"	"ko00230,map00230"	"-"	"R01967"	"RC00002,RC00017"	"ko00000,ko00001,ko01000"	"-"	"-"	"-"	"dNK"
"CDS::101588_9:17384-18461(-)"	"Aminotransferase"	"ilvE"	"-"	"2.6.1.42"	"ko:K00826"	"ko00270,ko00280,ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00270,map00280,map00290,map00770,map01100,map01110,map01130,map01210,map01230"	"M00019,M00036,M00119,M00570"	"R01090,R01214,R02199,R10991"	"RC00006,RC00036"	"ko00000,ko00001,ko00002,ko01000,ko01007"	"-"	"-"	"iYO844.BSU38550"	"Aminotran_4"
