# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "5" "-t" "CDS,sRNA,tRNA,RNA" "-g" "Name" "-a" "../data/reference_sequences/WG_with_sRNAs_Staphylococcus_aureus_101588.gff3" "-o" "../data/rna_align/counttable.txt" "../data/rna_align/LND_0_rep1.fq.gz.bam" "../data/rna_align/LND_0_rep2.fq.gz.bam" "../data/rna_align/LND_0_rep3.fq.gz.bam" "../data/rna_align/LND_16_rep1.fq.gz.bam" "../data/rna_align/LND_16_rep2.fq.gz.bam" "../data/rna_align/LND_16_rep3.fq.gz.bam" "../data/rna_align/LND_8_rep1.fq.gz.bam" "../data/rna_align/LND_8_rep2.fq.gz.bam" "../data/rna_align/LND_8_rep3.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/rna_align/LND_0_rep1.fq.gz.bam	../data/rna_align/LND_0_rep2.fq.gz.bam	../data/rna_align/LND_0_rep3.fq.gz.bam	../data/rna_align/LND_16_rep1.fq.gz.bam	../data/rna_align/LND_16_rep2.fq.gz.bam	../data/rna_align/LND_16_rep3.fq.gz.bam	../data/rna_align/LND_8_rep1.fq.gz.bam	../data/rna_align/LND_8_rep2.fq.gz.bam	../data/rna_align/LND_8_rep3.fq.gz.bam
putative primase	101588_4;101588_18	212249;324	213892;1940	+;-	3261	173	152	150	221	225	200	251	181	179
Cassette chromosome recombinase B	101588_4;101588_18;101588_24;101588_25;101588_38	214118;1;1569;1300;1	214216;99;3014;2748;129	+;-;-;-;+	3222	359	328	312	628	528	568	641	563	524
hypothetical protein similar to TpgX	101588_5	92	721	-	630	5966	5947	6671	2961	2269	1485	3198	2198	2421
N1-spermidine/spermine acetyltransferase PaiA	101588_5	1037	1552	-	516	712	698	693	180	116	58	193	114	125
Acryloyl-CoA reductase AcuI/YhdH	101588_5	1743	2747	+	1005	1041	1085	923	467	495	254	646	554	450
Attachment to host cells and virulence	101588_5	3313	3714	-	402	180	173	211	89	76	47	128	62	70
Magnesium and cobalt transport protein CorA	101588_5;101588_6	7760;22724	8704;23671	+;+	1893	2098	2148	2056	1786	1696	1255	2268	1773	1605
PTS system%2C sucrose-specific IIB component / PTS%0Asystem%2C sucrose-specific IIC component	101588_5	8790	10232	-	1443	522	637	581	858	794	625	1299	857	771
Probable type II DNA modification enzyme	101588_5	10415	10798	+	384	395	430	362	242	207	144	307	245	200
General stress protein 26	101588_5	14462	14884	+	423	2094	2032	1909	2617	1778	866	2757	1892	2082
Glutamate-aspartate carrier protein	101588_5	15716	16993	-	1278	8410	10698	9456	12809	12725	8341	14890	12669	10986
Transcriptional regulator SarZ (Staphylococcal%0Aaccessory regulator Z)	101588_5	17936	18382	+	447	6412	6099	5859	3230	2621	2403	3833	2770	2844
Molecular chaperone%2C small heat shock protein	101588_5	18605	19027	+	423	984	936	996	477	357	402	563	386	357
Nitrate/nitrite transporter NarT	101588_5	19135	20304	-	1170	170	206	175	201	260	136	268	276	189
Transcriptional regulator%2C MerR family	101588_5;101588_5;101588_10	21762;144871;37544	22502;145635;37960	+;-;-	1923	1778	2141	2172	1769	1571	1807	1945	1705	1741
Oxygen-sensing two-component transcriptional%0Aresponse regulator NreC	101588_5	22755	23408	-	654	549	753	750	1085	1061	940	1293	1158	1012
Oxygen-sensing two-component system sensor%0Ahistidine kinase NreB	101588_5	23431	24465	-	1035	1306	1727	1605	2041	2156	1928	2559	2160	1744
Oxygen-sensing%2C dissimilatory nitrate and nitrite%0Areduction regulatory protein NreA	101588_5	24489	24941	-	453	772	928	813	921	974	912	1111	986	788
Respiratory nitrate reductase gamma chain	101588_5	24961	25638	-	678	840	834	673	814	890	838	1064	952	667
Respiratory nitrate reductase delta chain	101588_5	25631	26206	-	576	94	125	69	296	384	237	361	374	174
Respiratory nitrate reductase beta chain	101588_5	26199	27758	-	1560	244	314	225	717	975	717	844	973	504
Respiratory nitrate reductase alpha chain	101588_5	27748	31437	-	3690	355	593	356	1457	1994	1535	1526	1738	1033
Uroporphyrinogen-III methyltransferase	101588_5	31744	32721	-	978	115	110	83	237	295	223	308	268	186
Nitrite reductase [NAD(P)H] small subunit	101588_5	32712	33026	-	315	19	14	14	42	59	50	57	66	37
Nitrite reductase [NAD(P)H] large subunit	101588_5	33030	35435	-	2406	138	162	144	303	324	362	337	315	195
Sirohydrochlorin ferrochelatase SirB	101588_5	35481	36233	-	753	29	38	37	53	33	37	49	48	26
Uncharacterized N-acetyltransferase YtmI	101588_5	36461	36997	-	537	166	187	160	223	212	97	216	209	176
Ligand-binding SRPBCC domain protein family	101588_5	38699	39166	-	468	347	415	319	182	154	86	161	160	193
Zinc ABC transporter%2C substrate-binding%0Alipoprotein AdcA	101588_5	39352	40899	-	1548	979	1106	1146	1581	1324	944	1650	1286	1300
Protein-disulfide isomerase%2C related to DsbA	101588_5	41192	41791	-	600	584	785	770	702	580	297	790	640	602
FmhA protein of FemAB family	101588_5	42427	43677	+	1251	1850	2884	2125	1803	2109	1487	2101	2083	1645
L-cystine ABC transporter%2C ATP-binding protein%0ATcyC	101588_5	43774	44505	-	732	3720	5097	4843	3705	3689	2455	4134	3580	3531
L-cystine ABC transporter%2C permease protein TcyB%0ACDS	101588_5	44502	45221	-	720	4041	4672	3740	2627	2838	2325	3395	2798	2508
L-cystine ABC transporter%2C substrate-binding%0Aprotein TcyA	101588_5	45202	45981	-	780	5659	7266	6379	3619	3730	3170	4450	3739	3456
Uncharacterized protein EF 3205	101588_5	47715	47819	+	105	0	0	0	0	0	0	0	0	0
Phosphoglycerate mutase	101588_5	47973	48659	-	687	1732	2300	1903	1027	947	672	1214	973	849
IgG-binding protein SBI	101588_5	50549	51859	+	1311	5876	4672	7163	5720	3062	7934	6139	3296	5242
Cytolytic pore-forming protein S component %3D>%0AGamma-hemolysin HlgA	101588_5	52359	53324	+	966	1022	578	1086	1106	451	1123	1060	408	751
FIG01110006: hypothetical protein	101588_5	53388	53513	+	126	35	21	47	74	39	146	64	26	37
Cytolytic pore-forming protein S component %3D>%0AGamma-hemolysin HlgC	101588_5	53892	54839	+	948	941	357	1096	1265	439	1703	1181	379	929
Cytolytic pore-forming protein F component %3D>%0AGamma-hemolysin HlgB	101588_5	54841	55818	+	978	1025	467	1311	1852	645	2599	1783	603	1394
FIG016608: hypothetical protein in biotin operon%0ACDS	101588_5	55870	56337	-	468	36	30	16	18	19	13	22	17	17
Pimeloyl-CoA synthase	101588_5	56348	57040	-	693	29	31	47	46	45	31	48	56	53
8-amino-7-oxononanoate synthase	101588_5	57051	58166	-	1116	68	69	50	108	72	48	103	80	77
Biotin synthase	101588_5	58144	59151	-	1008	68	68	60	82	83	44	114	92	69
Adenosylmethionine-8-amino-7-oxononanoate%0Aaminotransferase	101588_5	59163	60512	-	1350	22	26	28	24	14	20	22	17	15
Dethiobiotin synthase BioD	101588_5	60490	61176	-	687	16	5	18	9	7	7	10	12	5
Heterodimeric efflux ABC transporter%2C%0Apermease/ATP-binding subunit 2	101588_5	61629	63362	-	1734	95	114	101	78	62	54	78	58	66
Heterodimeric efflux ABC transporter%2C%0Apermease/ATP-binding subunit 1	101588_5	63387	65150	-	1764	87	106	86	62	50	26	96	43	31
Putative sugar translocase in surface%0Apolysaccharides biosynthesis	101588_5	66095	66481	-	387	95	106	89	114	106	90	135	93	110
Teicoplanin resistance transporter%2C TcaB family %3D>%0ATcaB2	101588_5	68797	70008	+	1212	1440	1311	1156	999	863	1420	1112	951	859
Bacterial transcription activator%2C effector%0Abinding protein	101588_5	70131	70604	-	474	143	184	180	282	268	148	318	264	268
Predicted phosphohydrolases	101588_5	71436	72242	-	807	138	200	156	91	91	75	96	96	102
Uncharacterized amino acid permease YdaO	101588_5	76293	78122	-	1830	1719	1723	1653	1593	1426	1227	1761	1632	1454
Beta-lactamase class C-like and penicillin binding%0Aproteins (PBPs) superfamily	101588_5	78354	79853	+	1500	787	788	714	408	356	306	554	371	317
Hypothetical protein%2C similar to glucose epimerase%0ACDS	101588_5	79960	80811	-	852	684	690	587	268	238	70	380	236	244
Choline ABC transport system%2C permease protein%0AOpuBD	101588_5	83986	84681	-	696	304	315	352	147	158	163	208	169	162
Choline ABC transport system%2C choline-binding%0Aprotein OpuBC	101588_5	84681	85622	-	942	548	692	735	388	313	327	347	303	296
Choline ABC transport system%2C permease protein%0AOpuBB	101588_5	85639	86274	-	636	270	266	244	73	78	63	86	72	41
Choline ABC transport system%2C ATP-binding protein%0AOpuBA	101588_5	86271	87497	-	1227	711	799	922	186	141	143	190	146	216
DUF1801 domain-containing protein	101588_5	88167	88766	-	600	246	250	253	219	194	205	269	169	182
Amino acid-proton symporter YbeC	101588_5	88947	90593	+	1647	254	297	239	424	414	521	495	375	418
Carboxylesterase%2C type B	101588_5	90891	92243	+	1353	2769	2950	3057	1682	1393	2366	2220	1446	1670
Probable iron export permease protein FetB	101588_5	93887	94663	-	777	650	554	626	657	497	435	773	471	526
Probable iron export ATP-binding protein FetA	101588_5	94656	95318	-	663	522	458	472	525	432	295	529	391	405
M42 glutamyl aminopeptidase%2C cellulase	101588_5	95664	96740	-	1077	996	1201	1174	1079	837	958	993	730	824
Ferredoxin-dependent glutamate synthase	101588_5	97602	99179	-	1578	1025	1084	974	756	681	494	831	669	595
Antibiotic resistance protein	101588_5	100344	101537	-	1194	569	585	510	273	247	217	349	259	221
Nickel ABC transporter%2C ATP-binding protein NikE%0A(TC 3.A.1.5.3)	101588_5	101549	102298	-	750	315	371	298	121	144	132	166	155	142
Nickel ABC transporter%2C ATP-binding protein NikD%0A(TC 3.A.1.5.3)	101588_5	102291	103106	-	816	339	412	339	150	117	102	181	122	116
Nickel ABC transporter%2C permease protein NikC (TC%0A3.A.1.5.3)	101588_5	103103	103972	-	870	256	269	265	72	78	81	146	81	99
Nickel ABC transporter%2C permease protein NikB (TC%0A3.A.1.5.3)	101588_5	103969	104904	-	936	460	420	353	241	207	188	281	202	234
Nickel ABC transporter%2C substrate-binding protein%0ANikA (TC 3.A.1.5.3)	101588_5	104917	106515	-	1599	1395	1342	1421	978	774	838	1095	824	839
FIG018700: hypothetical protein	101588_5	106658	107959	-	1302	344	351	448	214	147	299	250	173	201
FIG016157: Similar to nicotianamine synthase	101588_5	107952	108770	-	819	209	173	201	147	82	146	169	104	142
FIG016473: Diaminopimelate epimerase homolog	101588_5	108781	109602	-	822	300	291	308	162	138	182	215	153	174
Glutamate dehydrogenase	101588_5	111176	111994	-	819	420	453	464	451	397	202	503	286	390
Aminobenzoyl-glutamate transport protein	101588_5	112228	113766	+	1539	1404	1389	1508	1255	1204	1029	1411	1198	1147
Short-chain alcohol dehydrogenase	101588_5	120749	121444	-	696	1537	1625	1381	508	377	386	622	463	420
FIG01108405: hypothetical protein	101588_5	122809	123102	-	294	237	354	417	265	245	123	298	209	251
FIG01107979: hypothetical protein	101588_5	123105	123431	-	327	227	282	261	171	141	105	193	146	163
DNA-cytosine methyltransferase	101588_5	128733	129926	+	1194	2262	2721	2488	1165	1071	1223	1628	1220	1144
Phosphoglucosamine mutase / Phosphomannomutase%0ACDS	101588_5	130116	131753	+	1638	2333	2442	2126	468	462	356	645	552	556
UTP--glucose-1-phosphate uridylyltransferase	101588_5	132881	133747	-	867	1644	1989	1745	903	661	356	954	748	701
Fibronectin binding protein FnbB	101588_5;101588_5	133927;135667	135525;136713	-;-	2646	155	177	158	152	227	230	202	187	171
FIG01108632: hypothetical protein	101588_5	136757	136984	+	228	0	0	2	1	0	1	1	0	4
Fibronectin binding protein FnbA	101588_5	137462	140515	-	3054	212	336	337	223	194	248	241	204	213
Gluconate permease%2C Bsu4004 homolog	101588_5	140984	142342	-	1359	683	550	628	1118	812	579	1181	718	805
Gluconokinase	101588_5	142459	144012	-	1554	521	420	435	390	295	265	467	270	285
Gluconate operon transcriptional repressor	101588_5	144037	144714	-	678	426	357	366	264	138	91	280	160	183
Uncharacterized membrane protein YvaC	101588_5	147278	149101	-	1824	1411	1482	1408	1212	1031	1112	1451	1034	1120
Alkaline phosphatase like protein	101588_5	151837	152448	+	612	542	599	473	150	151	72	179	157	133
Uncharacterized MFS-type transporter YvmA	101588_5	152546	153709	-	1164	183	161	133	151	139	88	143	133	117
Fructose-1%2C6-bisphosphatase%2C Bacillus type	101588_5	156444	158408	+	1965	7282	7385	6568	3070	2533	2955	3519	2656	2594
Phospholipase/carboxylesterase	101588_5	159937	160530	-	594	114	140	144	219	164	184	297	167	179
Glyoxalase family protein	101588_5;101588_5	160552;162718	161520;163524	-;+	1776	503	760	686	606	610	730	1042	533	559
Oxygen-insensitive NAD(P)H nitroreductase /%0ADihydropteridine reductase	101588_5	163644	164315	-	672	1084	1553	1216	304	263	108	384	346	270
D-lactate dehydrogenase	101588_5	164585	165577	+	993	338	556	350	248	268	225	276	380	182
LPXTG specific sortase A	101588_5	166854	167474	-	621	1127	1346	1317	955	675	467	946	730	767
L-serine dehydratase%2C alpha subunit	101588_5	168652	169551	-	900	670	759	692	2068	1880	2109	2265	1939	1760
L-serine dehydratase%2C beta subunit	101588_5	169565	170245	-	681	380	446	396	1497	1358	1272	1568	1296	1132
Transcriptional regulator pfoR	101588_5	170248	171291	-	1044	608	655	510	1776	1820	1675	2082	1929	1539
Esterase/lipase	101588_5	173243	174211	-	969	2721	2878	2915	1497	1234	1695	1680	1211	1201
Pyruvate dehydrogenase (quinone) @ Pyruvate%0Aoxidase%2C CidC	101588_5	177879	179618	-	1740	4085	4479	3948	7215	6505	7736	8132	5998	5931
CidA-associated membrane protein CidB	101588_5	179658	180347	-	690	1163	1148	926	1904	1685	1991	2224	1669	1602
Holin-like protein CidA	101588_5	180340	180735	-	396	17	20	16	25	23	23	27	13	30
Transcriptional regulator CidR%2C LysR family	101588_5	180948	181826	-	879	437	485	539	312	285	236	370	277	281
Secretory antigen SsaA	101588_5	182599	183030	+	432	735	1075	1003	4536	3837	4506	4527	3542	3890
Hydroxymethylglutaryl-CoA reductase	101588_5	183170	184450	-	1281	1803	1931	1797	1331	1228	1067	1558	1247	1212
Hydroxymethylglutaryl-CoA synthase	101588_5	184705	185871	+	1167	9417	10108	8901	4692	4070	1755	5585	4253	4032
Methylated-DNA--protein-cysteine methyltransferase%0ACDS	101588_5	186042	186563	-	522	197	239	208	119	128	76	190	127	138
ClpE-like protein	101588_5	186972	189080	+	2109	2868	2924	2725	1689	1463	1201	1879	1462	1348
Ferrous iron transporter FeoB	101588_5	189330	191324	-	1995	70	99	95	114	114	131	241	117	102
Ferrous iron transporter-associated protein FeoA%0ACDS	101588_5	191336	191563	-	228	12	18	19	18	22	9	66	15	20
Putative antibiotic transport-associated protein%0ACDS	101588_5	191779	194268	-	2490	255	249	238	267	282	242	338	293	304
Delta-1-pyrroline-5-carboxylate dehydrogenase	101588_5	195318	196862	-	1545	49160	48221	49535	21361	16755	12086	23193	16382	16297
Maltose O-acetyltransferase	101588_5	197052	197651	-	600	1604	1429	1534	268	189	212	335	243	305
Hypothetical protein FIG016047	101588_5	197890	198081	+	192	37	59	60	38	24	23	171	16	28
Lead%2C cadmium%2C zinc and mercury transporting%0AATPase%3B Copper-translocating P-type ATPase	101588_5;101588_16;101588_16;101588_17	198321;6399;11492;5105	200729;6569;13417;7150	+;-;-;+	6552	23944	24890	25090	16360	13478	17660	20211	13874	13853
Putative glycosyl/glycerophosphate transferase in%0Ateichoic acid biosynthesis	101588_6	171	1844	-	1674	1396	1295	1266	1049	948	1242	1218	930	980
Sensor histidine kinase colocalized with HrtAB%0Atransporter	101588_6	6736	8109	-	1374	402	443	394	311	260	182	319	267	291
Two-component response regulator colocalized with%0AHrtAB transporter	101588_6	8102	8776	-	675	182	216	194	117	93	97	143	133	115
Heme efflux system permease HrtB	101588_6	8912	9967	+	1056	16	25	18	34	29	30	45	25	32
Heme efflux system ATPase HrtA	101588_6	9967	10632	+	666	35	25	28	50	64	33	42	29	53
Teicoplanin-resistance associated HTH-type%0Atranscriptional regulator TcaR	101588_6	12025	12480	+	456	873	1038	1155	2032	1907	925	2380	1809	1880
Membrane protein TcaA associated with Teicoplanin%0Aresistance	101588_6	12720	14102	+	1383	961	1154	1217	1000	794	602	1193	802	975
Teicoplanin resistance transporter%2C TcaB family %3D>%0ATcaB	101588_6	14370	15578	+	1209	536	582	496	418	359	240	476	429	367
Multidrug resistance protein [function not yet%0Aclear]	101588_6	17008	17655	+	648	483	422	421	1003	735	712	1146	883	822
Membrane component of multidrug resistance system%0ACDS	101588_6	17668	19599	+	1932	1048	1055	982	3378	2780	2324	3627	2673	2627
Putative esterase	101588_6	20692	21612	+	921	2677	2571	2453	1063	779	682	1090	849	886
Acyl-CoA thioesterase	101588_6	22136	22627	-	492	974	894	853	292	216	228	340	227	244
Isopentenyl-diphosphate delta-isomerase%2C%0AFMN-dependent	101588_6	23702	24751	+	1050	1223	1377	1270	1307	1204	924	1497	1160	1084
Sodium/glutamate symporter	101588_6	24799	26007	-	1209	720	1223	731	1306	1854	814	1474	2107	1098
DNA-3-methyladenine glycosylase II	101588_6	26344	26952	-	609	178	200	198	138	154	108	165	125	140
ABC-type Na+ efflux pump%2C permease component	101588_6	29121	30353	+	1233	1025	1297	1038	563	573	272	690	662	488
Protein of unknown function UPF0060	101588_6	30571	30897	+	327	137	174	154	207	163	177	235	218	202
Aldose 1-epimerase	101588_6	30927	31946	+	1020	453	462	424	542	512	307	624	499	461
FIG01108134: hypothetical protein	101588_6	31939	32052	+	114	39	29	33	27	25	20	32	29	22
Ribose-5-phosphate isomerase A	101588_6	33006	33692	+	687	849	957	851	636	550	228	720	574	536
Formiminoglutamase	101588_6	35295	36230	+	936	3289	3290	3304	2696	2196	1812	2992	1867	2213
Urocanate hydratase	101588_6	37767	39428	+	1662	8684	8752	8722	5895	4215	5597	6947	4434	4801
Imidazolonepropionase	101588_6	39428	40666	+	1239	7353	7234	6875	6832	5162	4648	7857	5523	5654
N-acetyl-L%2CL-diaminopimelate deacetylase homolog%0ACDS	101588_6	40942	42063	+	1122	244	225	226	358	263	411	363	257	270
Hypothetical protein SAV2327	101588_6	43540	44112	+	573	363	316	351	203	196	127	269	172	164
FIG01108368: hypothetical protein	101588_6	44195	44359	-	165	1	1	0	1	1	1	1	0	1
Methionine transporter MetT	101588_6	44337	45647	+	1311	747	735	726	528	497	278	695	512	469
Hypothetical protein SAV2325	101588_6	45817	46323	+	507	1169	1612	1514	1110	863	403	1154	880	992
Transcriptional regulator GlvR%2C RpiR family	101588_6	46381	47145	-	765	678	596	610	218	181	104	268	209	180
PTS system%2C maltose-specific IIC component / PTS%0Asystem%2C maltose-specific IIB component	101588_6	47475	49079	+	1605	713	687	710	1061	894	693	1123	889	854
Hypothetical protein SAV2322	101588_6	49145	49675	-	531	279	252	251	141	115	100	187	158	129
Uncharacterized sodium-dependent transporter YocS%0ACDS	101588_6	49943	50860	+	918	145	130	143	114	105	102	139	84	87
Phosphoglycolate phosphatase	101588_6	50935	51570	+	636	739	689	648	389	331	340	452	361	335
Hypothetical protein SAV2319	101588_6	51581	51772	+	192	165	197	187	111	61	52	118	80	74
Hypothetical protein SAV2318	101588_6	51868	52053	-	186	202	261	191	157	137	100	153	113	135
Hypothetical protein SAV2317	101588_6	52050	52406	-	357	595	546	577	241	197	186	314	209	235
Uncharacterized transporter YbxG	101588_6	52686	54065	+	1380	6785	7831	7428	15829	13400	5610	16322	13067	12601
Hypothetical protein SAV2314	101588_6	55771	56100	-	330	71	60	53	57	35	22	67	54	43
Protein of pXO2-46	101588_6	56149	56886	+	738	1435	1527	1403	438	349	171	525	378	343
Transcriptional regulator%2C DeoR family	101588_6	56911	57603	-	693	1097	1057	947	1758	1343	1089	1763	1332	1281
Inositol monophosphatase family protein	101588_6	57988	58785	+	798	798	1018	884	1879	1913	1263	1937	1804	1401
Probable oxidoreductase YjgC	101588_6	60467	63421	+	2955	8938	10283	9112	10576	10396	9491	12671	10817	9500
Uncharacterized protein SAV2308	101588_6	63421	63894	+	474	1282	1575	1457	1861	1748	1230	2311	1976	1621
Uncharacterized oxidoreductase	101588_6	65829	66953	+	1125	1000	1320	1259	1342	1061	611	1483	1049	1170
Secretory antigen SsaA homolog	101588_6	68361	68861	-	501	1319	1886	1815	12161	10076	10619	12794	9294	9779
Hypothetical protein SAV2303	101588_6	69098	69520	-	423	1287	1136	897	632	474	262	702	607	541
D-octopine dehydrogenase	101588_6	69768	70850	+	1083	4917	4525	4672	5290	4335	3688	5665	4369	4522
Na+/H+ antiporter NhaC	101588_6	71202	72344	+	1143	1780	1529	1550	1996	1832	2013	2425	1883	1888
Transcriptional regulator	101588_6	74200	76155	+	1956	262	295	232	346	454	223	396	421	314
Hypothetical protein SA2091	101588_6	76181	76924	+	744	156	201	201	214	181	78	198	209	151
Hypothetical protein SAV2296	101588_6	76988	77314	+	327	580	638	608	400	358	144	513	399	362
Transcriptional regulator SarR (Staphylococcal%0Aaccessory regulator R)	101588_6	77742	78089	+	348	19032	23194	22623	22270	21312	4248	25562	22620	20519
Urease accessory protein UreD	101588_6	78278	79114	-	837	208	228	218	242	247	148	210	212	227
Urease accessory protein UreG	101588_6	79114	79728	-	615	136	151	167	111	114	100	135	130	109
Urease accessory protein UreF	101588_6	79741	80430	-	690	94	80	93	60	66	68	88	84	71
Urease accessory protein UreE	101588_6	80423	80875	-	453	52	58	54	44	26	25	51	31	41
Urease alpha subunit	101588_6	80888	82603	-	1716	104	132	142	118	96	150	137	95	105
Urease beta subunit	101588_6	82600	83010	-	411	23	21	25	8	4	12	12	4	14
Urease gamma subunit	101588_6	83024	83326	-	303	29	18	37	8	11	9	12	11	6
Eukaryotic-type low-affinity urea transporter	101588_6	83553	84491	+	939	82	67	74	74	45	20	74	46	48
Acyl-CoA dehydrogenase	101588_6	84708	85862	+	1155	590	700	685	330	339	174	358	304	289
Ferrichrome-binding periplasmic protein precursor%0A(TC 3.A.1.14.3)	101588_6	86075	86983	+	909	2059	2577	2336	2594	2252	1969	2886	2330	2200
Purine nucleosidase	101588_6	87382	88323	+	942	363	421	339	328	251	224	342	292	253
Substrate-specific component BioY of biotin ECF%0Atransporter	101588_6	88444	88998	+	555	253	211	171	182	159	135	223	177	199
Acetyltransferase	101588_6	89070	89840	+	771	379	392	360	370	316	234	457	330	302
Sulfur carrier protein FdhD	101588_6	90016	90813	-	798	429	560	441	321	328	122	407	290	281
